path,label
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/10_34.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-keratolysis-exfoliativa-1.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0061802.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/v-eczema-acute-5.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/9_12.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-seborrheic-keratosis-irritated-11.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-stucco-keratoses-43.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-warts-common-46.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Pityriasis-Lichenoides-51.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7303298.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0058265.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0058825.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0059598.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-tinea-foot-plantar-2.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_6876852.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0024474.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/v-chondrodermatitis-nodularis-71.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/v-seborrheic-keratosis-irritated-114.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/v-05PityriasisAlba.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-tinea-versicolor-173.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-80.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0066777.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0072815.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-42.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0028006.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-eczema-foot-97.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Chronic-Plaque-109.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-warts-cryotherapy-32.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063673.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/v-pityrosporum-folliculitis-3.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-nails-1.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0025393.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_53.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0027271.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063004.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-herpes-zoster-187.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0026766.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/v-seborrheic-keratoses-smooth-35.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Chronic-Plaque-138.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0026634.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7255551.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7009273.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0013047_downsampled.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Lichen-Sclerosis-Vulva-28.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065990.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/v-lichen-planus-159.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/2_3.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-eczema-hand-162.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/t-05atopicFeet0801055.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-keloids-37.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-warts-digitate-8.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0026312.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7483981.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0027513.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-intertrigo-65.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7216585.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-lichen-simplex-chronicus-120.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0025588.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068400.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_269.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-tinea-scalp-4.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0026672.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0032230.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0072453.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-eczema-subacute-32.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Chronic-Plaque-179.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0025762.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0025638.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7389320.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/v-tinea-body-109.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/t-05papules061205.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/v-eczema-areola-13.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/v-keratoacanthoma-167.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0008207_downsampled.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0063739.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0029764.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-tinea-foot-dorsum-61.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0000044_downsampled.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7477593.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0055816.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-porokeratosis-18.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7414086.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0027297.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059509.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0065554.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0000365.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0029240.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-reiter-syndrome-4.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_6744962.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Light-Sensative-2.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/6_181.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0026485.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0010022.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_105.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/5_5.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/1_74.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-lichen-planus-146.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0060579.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/v-herpes-zoster-11.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0059381.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-psoriasis-scalp-3.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7137995.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0032732.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0030420.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-pityriasis-rubra-pilaris-64.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0032660.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0026883.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7468407.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-lichen-simplex-chronicus-191.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/v-tinea-body-150.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0055381.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Light-Sensative-4.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/t-Psoriasis-Guttate-8.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-eczema-herpeticum-4.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0013291_downsampled.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_6840388.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/7. Psoriasis pictures Lichen Planus and related diseases - 2k/8_53.jpg,7. Psoriasis pictures Lichen Planus and related diseases - 2k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0057798.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_15.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/6_325.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/1. Eczema 1677/t-eczema-lids-7.jpg,1. Eczema 1677
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0064383.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7445157.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/10. Warts Molluscum and other Viral Infections - 2103/t-varicella-55.jpg,10. Warts Molluscum and other Viral Infections - 2103
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7323300.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/t-05SexLinkedEchthyosis02231.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069843.jpg,4. Basal Cell Carcinoma (BCC) 3323
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-keloids-29.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/5. Melanocytic Nevi (NV) - 7970/ISIC_0030386.jpg,5. Melanocytic Nevi (NV) - 7970
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-intertrigo-74.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-candidiasis-diaper-16.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/3. Atopic Dermatitis - 1.25k/v-05KeratosisPilaris1.jpg,3. Atopic Dermatitis - 1.25k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/6. Benign Keratosis-like Lesions (BKL) 2624/ISIC_0055097.jpg,6. Benign Keratosis-like Lesions (BKL) 2624
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/8. Seborrheic Keratoses and other Benign Tumors - 1.8k/t-trichofolliculoma-3.jpg,8. Seborrheic Keratoses and other Benign Tumors - 1.8k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/2. Melanoma 15.75k/ISIC_7107128.jpg,2. Melanoma 15.75k
/kaggle/input/datasets/ismailpromus/skin-diseases-image-dataset/IMG_CLASSES/9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k/t-tinea-foot-webs-59.jpg,9. Tinea Ringworm Candidiasis and other Fungal Infections - 1.7k
